formula	Qf	Ax	Bx	Cx	Dx	Acn	Bcn	Ccn	Dcn	Air	Bir	Cir	Dir	Aap	Bap	Cap	Dap	Aen	Ben	Cen	Den	Amac	Bmac	Cmac	Dmac	Aaw	Baw	Caw	Daw	Aym	Bym	Cym	Dym	Ame	Bme	Cme	Dme	eps
Ca(Zr0.4Ti0.6)O3	6400	0.2	0.08	0.12	0.6	12	6	6	2	1.4	0.86	6.61	1.35	6.22	4.63	4.49	0.54	2.2	3.64	3.45	7.54	468	419	571	36.6	40.078	91.224	47.88	15.999	19.6	98	120.2	0	8.6	19.2	18.8	0.444	118
Ca(Gd0.5Nb0.5)O3	11000	0.2	0.1	0.1	0.6	12	6	6	2	1.4	3.2	10.42	1.35	6.22	7.78	4.45	0.54	2.2	3.3	4	7.54	468	314	441	36.6	40.078	157.25	92.906	15.999	19.6	54.8	104.9	0	8.6	15.5	26.8	0.444	25.5
Ba3.75La9.5Ti18O54	1800	0.04	0.11	0.21	0.63	12	12	6	2	1.35	1.032	0.605	1.35	11.07	8.68	4.49	0.54	2.4	3.1	3.45	7.54	461	202	571	36.6	137.327	138.906	47.88	15.999	12.8	37.9	120.2	0	7.8	10	18.8	0.444	109.2
Sr5NbTa3O15	6900	0.21	0.04	0.12	0.62	12	6	6	2	1.58	0.64	0.64	1.35	7.6	4.45	2.47	0.54	2	4	4.11	7.54	373	441	444	36.6	87.62	92.906	180.948	15.999	15.7	104.9	185.7	0	8.2	26.8	24.7	0.444	36.2
PrTiTaO6	32300	0.11	0.11	0.11	0.67	9	6	6	2	1.179	0.745	0.64	1.35	9.92	4.49	2.47	0.54	3	3.45	4.11	7.54	236	571	444	36.6	140.908	47.88	180.948	15.999	37.3	120.2	185.7	0	11.3	18.8	24.7	0.444	45.8
(Bi0.9Nd0.1)2Mo2O9	15200	0.14	0.02	0.15	0.69	6	6	4	2	1.06	0.983	0.59	1.35	4.04	9.38	4.08	0.54	4.69	3	3.9	7.54	596	252	163	36.6	208.98	144.24	95.94	15.999	34	41.4	324.8	0	10.9	7.1	28	0.444	33.9
Na0.5Ce0.5MoO4	19400	0.08	0.08	0.17	0.67	8	8	4	2	1.18	1.143	0.59	1.35	11.8	10.35	4.08	0.54	2.85	3	3.9	7.54	95.3	219	163	36.6	22.99	140.115	95.94	15.999	6.8	33.5	324.8	0	2.64	8.9	28	0.444	11.2
MgTa1.4Nb0.6O6	40800	0.11	0.16	0.07	0.67	12	6	6	2	1.1	0.78	10.42	1.35	3.18	2.47	4.45	0.54	8.3	4.11	4	7.54	121	444	441	36.6	24.305	180.948	92.906	15.999	44.7	185.7	104.9	0	8.9	24.7	26.8	0.444	27.3
Mg3Tb4Al44O75	5900	0.02	0.03	0.35	0.6	12	6	6	2	1.1	1.063	5.61	1.35	3.18	7.91	5.23	0.54	8.3	3.2	3.23	7.54	121	329	152	36.6	24.305	158.925	26.982	15.999	44.7	55.7	70.6	0	8.9	16.3	10.5	0.444	18.3
Ba8Ta6ZnO24	85000	0.21	0.15	0.03	0.62	12	6	6	2	1.24	0.78	2.7	1.35	11.07	2.47	2.24	0.54	2.4	4.11	4.45	7.54	461	444	189	36.6	137.327	180.948	65.39	15.999	12.8	185.7	104.5	0	7.8	24.7	7.28	0.444	28.9
Sr(Gd0.5Nb0.5)O3	8800	0.2	0.1	0.1	0.6	12	6	6	2	1.44	3.2	10.42	1.35	7.6	7.78	4.45	0.54	2	3.3	4	7.54	373	314	441	36.6	87.62	157.25	92.906	15.999	15.7	54.8	104.9	0	8.2	15.5	26.8	0.444	34
Na0.5Nd0.5MoO4	19600	0.08	0.08	0.17	0.67	8	8	4	2	1.18	1.109	0.59	1.35	11.8	9.38	4.08	0.54	2.85	3	3.9	7.54	95.3	252	163	36.6	22.99	144.24	95.94	15.999	6.8	41.4	324.8	0	2.64	7.1	28	0.444	10.5
Ba3Sr2Ta4O15	4000	0.12	0.08	0.17	0.62	12	6	6	2	1.24	1.32	7.81	1.35	11.07	7.6	2.47	0.54	2.4	2	4.11	7.54	461	373	444	36.6	137.327	87.62	180.948	15.999	12.8	15.7	185.7	0	7.8	8.2	24.7	0.444	34.3
Ca(Zr0.2Ti0.8)O3	4400	0.2	0.04	0.16	0.6	12	6	6	2	1.4	0.86	6.61	1.35	6.22	4.63	4.49	0.54	2.2	3.64	3.45	7.54	468	419	571	36.6	40.078	91.224	47.88	15.999	19.6	98	120.2	0	8.6	19.2	18.8	0.444	153
Sr(Ni0.33Ta0.67)O3	49000	0.2	0.07	0.13	0.6	12	6	6	2	1.44	0.83	7.81	1.35	7.6	3.12	2.47	0.54	2	4.4	4.11	7.54	373	144	444	36.6	87.62	58.69	180.948	15.999	15.7	199.5	185.7	0	8.2	17.2	24.7	0.444	23
CeTiNbO6	6530	0.11	0.11	0.11	0.67	8	6	6	2	1.143	0.745	0.64	1.35	10.35	4.49	4.45	0.54	3	3.45	4	7.54	219	571	441	36.6	140.115	47.88	92.906	15.999	33.5	120.2	104.9	0	8.9	18.8	26.8	0.444	54
Dy(W0.5Ti1.5)O6	20200	0.11	0.06	0.17	0.67	12	6	6	2	1.052	0.74	6.61	1.35	7.74	2.4	4.49	0.54	3.2	4.4	3.45	7.54	344	458	571	36.6	162.5	183.85	47.88	15.999	61.4	411	120.2	0	17.2	35	18.8	0.444	35.6
NaAlSi3O8	11200	0.08	0.08	0.23	0.62	7	4	4	2	1.12	0.39	0.26	1.35	11.8	5.23	2.19	0.54	2.85	3.23	4.77	7.54	95.3	152	189	36.6	22.99	26.982	28.086	15.999	6.8	70.6	113	0	2.64	10.5	50.6	0.444	5.5
Sr(Zn0.33Ta0.67)O3	21700	0.2	0.07	0.13	0.6	12	6	6	2	1.44	0.88	7.81	1.35	7.6	2.24	2.47	0.54	2	4.45	4.11	7.54	373	189	444	36.6	87.62	65.39	180.948	15.999	15.7	104.5	185.7	0	8.2	7.28	24.7	0.444	28
Ba11Nb8TiO33	12000	0.21	0.15	0.02	0.62	12	6	6	2	1.61	0.64	0.605	1.35	11.07	4.45	4.49	0.54	2.4	4	3.45	7.54	461	441	571	36.6	137.327	92.906	47.88	15.999	12.8	104.9	120.2	0	7.8	26.8	18.8	0.444	43.5
CaMgSi2O6	43200	0.1	0.1	0.2	0.6	8	6	4	2	1.12	0.72	0.4	1.35	6.22	3.18	2.19	0.54	2.2	8.3	4.77	7.54	468	121	189	36.6	40.078	24.305	28.086	15.999	19.6	44.7	113	0	8.6	8.9	50.6	0.444	7
Mg3Gd4Al44O75	4800	0.02	0.03	0.35	0.6	12	6	6	2	1.1	3.2	5.61	1.35	3.18	7.78	5.23	0.54	8.3	3.3	3.23	7.54	121	314	152	36.6	24.305	157.25	26.982	15.999	44.7	54.8	70.6	0	8.9	15.5	10.5	0.444	18.3
Sr(Ho0.5Ta0.5)O3	38800	0.2	0.1	0.1	0.6	12	6	6	2	1.44	3.33	7.81	1.35	7.6	7.58	2.47	0.54	2	3.3	4.11	7.54	373	359	444	36.6	87.62	164.93	180.948	15.999	15.7	64.8	185.7	0	8.2	17.2	24.7	0.444	28
Ho2BaZnO5	6200	0.22	0.11	0.11	0.56	9	7	5	2	1.072	1.38	0.68	1.35	7.58	11.07	2.24	0.54	3.3	2.4	4.45	7.54	359	461	189	36.6	164.93	137.327	65.39	15.999	64.8	12.8	104.5	0	17.2	7.8	7.28	0.444	17.2
Ba3Ti5Nb6O28	11400	0.07	0.12	0.14	0.67	12	6	6	2	1.24	0.745	10.42	1.35	11.07	4.49	4.45	0.54	2.4	3.45	4	7.54	461	571	441	36.6	137.327	47.88	92.906	15.999	12.8	120.2	104.9	0	7.8	18.8	26.8	0.444	37
Sr(Y0.5Nb0.5)O3	38800	0.2	0.1	0.1	0.6	12	6	6	2	1.44	1.04	10.42	1.35	7.6	5.57	4.45	0.54	2	3.19	4	7.54	373	396	441	36.6	87.62	88.906	92.906	15.999	15.7	66.3	104.9	0	8.2	11.5	26.8	0.444	32
Ba3Ti4Nb4O21	9500	0.09	0.12	0.12	0.66	12	6	6	2	1.61	0.605	0.64	1.35	11.07	4.49	4.45	0.54	2.4	3.45	4	7.54	461	571	441	36.6	137.327	47.88	92.906	15.999	12.8	120.2	104.9	0	7.8	18.8	26.8	0.444	55
SrLi2Ti6O14	8700	0.04	0.09	0.26	0.61	11	8	6	2	1.4	0.92	0.605	1.35	7.6	9.1	4.49	0.54	2	3.01	3.45	7.54	373	1.96	571	36.6	87.62	6.941	47.88	15.999	15.7	4.9	120.2	0	8.2	2.93	18.8	0.444	33.6
Ca(La0.5Nb0.5)O3	38000	0.2	0.1	0.1	0.6	12	6	6	2	1.4	1.172	10.42	1.35	6.22	8.68	4.45	0.54	2.2	3.1	4	7.54	468	202	441	36.6	40.078	138.906	92.906	15.999	19.6	37.9	104.9	0	8.6	10	26.8	0.444	20.6
Li3InMo3O12	36000	0.16	0.05	0.16	0.63	6	6	6	2	0.76	0.92	0.59	1.35	9.1	5.01	4.08	0.54	3.01	3.1	3.9	7.54	1.96	638	163	36.6	6.941	114.82	95.94	15.999	4.9	10.6	324.8	0	2.93	3.26	28	0.444	9.8
(KBi)0.5MoO4	4000	0.08	0.08	0.17	0.67	8	8	4	2	1.51	1.17	0.59	1.35	19.69	4.04	4.08	0.54	2.42	4.69	3.9	7.54	417	596	163	36.6	39.098	208.98	95.94	15.999	3.5	34	324.8	0	2.39	10.9	28	0.444	37
Er2BaZnO5	6836	0.22	0.11	0.11	0.56	9	7	5	2	1.062	1.38	0.68	1.35	7.46	11.07	2.24	0.54	3.3	2.4	4.45	7.54	373	461	189	36.6	167.26	137.327	65.39	15.999	69.9	12.8	104.5	0	17.2	7.8	7.28	0.444	16.3
Sr(Er0.5Nb0.5)O3	36100	0.2	0.1	0.1	0.6	12	6	6	2	1.44	3.37	10.42	1.35	7.6	7.46	4.45	0.54	2	3.3	4	7.54	373	373	441	36.6	87.62	167.26	92.906	15.999	15.7	69.9	104.9	0	8.2	17.2	26.8	0.444	32
BaAl2Si2O8	44800	0.08	0.15	0.15	0.62	9	4	4	2	1.61	0.39	0.4	1.35	11.07	5.23	2.19	0.54	2.4	3.23	4.77	7.54	461	152	189	36.6	137.327	26.982	28.086	15.999	12.8	70.6	113	0	7.8	10.5	50.6	0.444	6.4
Ba(Zn0.5W0.5)O3	22000	0.2	0.1	0.1	0.6	12	6	6	2	1.24	0.88	14.29	1.35	11.07	2.24	2.4	0.54	2.4	4.45	4.4	7.54	461	189	458	36.6	137.327	65.39	183.85	15.999	12.8	104.5	411	0	7.8	7.28	35	0.444	23
BaLa4Ti5O15	41000	0.04	0.16	0.2	0.6	12	6	6	2	1.61	1.032	0.605	1.35	11.07	8.68	4.49	0.54	2.4	3.1	3.45	7.54	461	202	571	36.6	137.327	138.906	47.88	15.999	12.8	37.9	120.2	0	7.8	10	18.8	0.444	44.4
La(Co0.5Ti0.5)O3	32000	0.2	0.1	0.1	0.6	12	6	6	2	1.5	2.99	6.61	1.35	8.68	3.01	4.49	0.54	3.1	4.3	3.45	7.54	202	125	571	36.6	138.906	58.933	47.88	15.999	37.9	211	120.2	0	10	16.3	18.8	0.444	23
BaNb2P2O11	24100	0.06	0.12	0.12	0.69	12	6	6	2	1.24	10.42	13.16	1.35	11.07	4.45	1.34	0.54	2.4	4	5.62	7.54	461	441	229	36.6	137.327	92.906	30.974	15.999	12.8	104.9	0	0	7.8	26.8	2.51	0.444	31.8
(Li0.5Gd0.5)MoO4	3900	0.08	0.08	0.17	0.67	8	6	6	2	1.06	3.2	10.17	1.35	9.1	7.78	4.08	0.54	3.01	3.3	3.9	7.54	1.96	314	163	36.6	6.941	157.25	95.94	15.999	4.9	54.8	324.8	0	2.93	15.5	28	0.444	19.5
Li8Bi2Mo7O28	8000	0.18	0.04	0.16	0.62	5	8	6	2	0.76	1.17	0.64	1.35	9.1	4.04	4.08	0.54	3.01	4.69	3.9	7.54	1.96	596	163	36.6	6.941	208.98	95.94	15.999	4.9	34	324.8	0	2.93	10.9	28	0.444	13.6
Pr(Mg0.5Ti0.5)O3	27800	0.2	0.1	0.1	0.6	12	6	6	2	1.2	0.86	6.61	1.35	9.92	3.18	4.49	0.54	3	8.3	3.45	7.54	236	121	571	36.6	140.908	24.305	47.88	15.999	37.3	44.7	120.2	0	11.3	8.9	18.8	0.444	28
Ca5Zn4(VO4)6	49400	0.13	0.1	0.15	0.62	10	4	4	2	1.37	0.6	0.355	1.35	6.22	2.24	4.48	0.54	2.2	4.45	3.6	7.54	468	189	68.4	36.6	40.078	65.39	50.942	15.999	19.6	104.5	127.6	0	8.6	7.28	17.5	0.444	11.7
Mg3CoNb2O9	34560	0.2	0.07	0.13	0.6	6	4	6	2	0.72	0.65	0.64	1.35	3.18	3.01	4.45	0.54	8.3	4.3	4	7.54	121	125	441	36.6	24.305	58.933	92.906	15.999	44.7	211	104.9	0	8.9	16.3	26.8	0.444	12.3
Ba(Ni0.33Ta0.67)O3	49700	0.2	0.07	0.13	0.6	12	6	6	2	1.24	0.83	7.81	1.35	11.07	3.12	2.47	0.54	2.4	4.4	4.11	7.54	461	144	444	36.6	137.327	58.69	180.948	15.999	12.8	199.5	185.7	0	7.8	17.2	24.7	0.444	23
TbTiTaO6	32300	0.11	0.11	0.11	0.67	9	6	6	2	1.095	0.745	0.64	1.35	7.91	4.49	2.47	0.54	3.2	3.45	4.11	7.54	329	571	444	36.6	158.925	47.88	180.948	15.999	55.7	120.2	185.7	0	16.3	18.8	24.7	0.444	36.8
(Li0.5Nd0.5)MoO4	3000	0.08	0.08	0.17	0.67	8	6	6	2	1.06	1.123	10.17	1.35	9.1	9.38	4.08	0.54	3.01	3	3.9	7.54	1.96	252	163	36.6	6.941	144.24	95.94	15.999	4.9	41.4	324.8	0	2.93	7.1	28	0.444	20.3
La3Ti2TaO11	7500	0.18	0.12	0.06	0.65	4.5	4	4	2	1.032	0.42	0.64	1.35	8.68	4.49	2.47	0.54	3.1	3.45	4.11	7.54	202	571	444	36.6	138.906	47.88	180.948	15.999	37.9	120.2	185.7	0	10	18.8	24.7	0.444	46
Sr2La4Ti5O18	27350	0.07	0.14	0.17	0.62	12	12	6	2	1.58	1.5	0.605	1.35	7.6	8.68	4.49	0.54	2	3.1	3.45	7.54	373	202	571	36.6	87.62	138.906	47.88	15.999	15.7	37.9	120.2	0	8.2	10	18.8	0.444	39.2
Ba2Sr3Nb4O15	16500	0.08	0.12	0.17	0.62	12	12	6	2	1.61	1.44	0.64	1.35	11.07	7.6	4.45	0.54	2.4	2	4	7.54	461	373	441	36.6	137.327	87.62	92.906	15.999	12.8	15.7	104.9	0	7.8	8.2	26.8	0.444	50
CaZrB2O6	39400	0.1	0.1	0.2	0.6	8	6	4	2	1.12	0.72	0.11	1.35	6.22	4.63	1.51	0.54	2.2	3.64	4.29	7.54	468	419	7.38	36.6	40.078	91.224	10.811	15.999	19.6	98	0	0	8.6	19.2	23.6	0.444	8.1
Ca(Fe0.5Nb0.5)O3	15800	0.2	0.1	0.1	0.6	12	6	6	2	1.4	3.28	10.42	1.35	6.22	3.07	4.45	0.54	2.2	4.06	4	7.54	468	108	441	36.6	40.078	55.847	92.906	15.999	19.6	208	104.9	0	8.6	13.8	26.8	0.444	36.8
CaCuP2O7	71620	0.09	0.09	0.18	0.64	8	5	4	2	1.12	0.65	0.38	1.35	6.22	3.01	1.34	0.54	2.2	4.48	5.62	7.54	468	166	229	36.6	40.078	63.546	30.974	15.999	19.6	129.8	0	0	8.6	13	2.51	0.444	7.3
GdTiTaO6	12900	0.11	0.11	0.11	0.67	6	6	6	2	0.938	0.605	0.64	1.35	7.78	4.49	2.47	0.54	3.3	3.45	4.11	7.54	314	571	444	36.6	157.25	47.88	180.948	15.999	54.8	120.2	185.7	0	15.5	18.8	24.7	0.444	37.9
Nd2BaCuO5	2200	0.22	0.11	0.11	0.56	10	8	4	2	1.163	1.42	0.73	1.35	9.38	11.07	3.01	0.54	3	2.4	4.48	7.54	252	461	166	36.6	144.24	137.327	63.546	15.999	41.4	12.8	129.8	0	7.1	7.8	13	0.444	17.6
Sr5.7Al0.7Nb9.3O30	80	0.12	0.02	0.2	0.66	12	12	6	2	1.44	0.72	0.64	1.35	7.6	5.23	4.45	0.54	2	3.23	4	7.54	373	152	441	36.6	87.62	26.982	92.906	15.999	15.7	70.6	104.9	0	8.2	10.5	26.8	0.444	118
Ca(Y0.5Ta0.5)O3	42300	0.2	0.1	0.1	0.6	12	6	6	2	1.4	1.04	7.81	1.35	6.22	5.57	2.47	0.54	2.2	3.19	4.11	7.54	468	396	444	36.6	40.078	88.906	180.948	15.999	19.6	66.3	185.7	0	8.6	11.5	24.7	0.444	27
SrLa4Si3O13	26300	0.05	0.19	0.14	0.62	9	8	4	2	1.31	1.16	0.4	1.35	7.6	8.68	2.19	0.54	2	3.1	4.77	7.54	373	202	189	36.6	87.62	138.906	28.086	15.999	15.7	37.9	113	0	8.2	10	50.6	0.444	14.2
BaMgV2O7	37600	0.09	0.09	0.18	0.64	11	5	4	2	1.57	0.66	0.355	1.35	11.07	3.18	4.48	0.54	2.4	8.3	3.6	7.54	461	121	68.4	36.6	137.327	24.305	50.942	15.999	12.8	44.7	127.6	0	7.8	8.9	17.5	0.444	8.2
Ho2BaCuO5	9360	0.22	0.11	0.11	0.56	9	7	5	2	1.072	1.38	0.73	1.35	7.58	11.07	3.01	0.54	3.3	2.4	4.48	7.54	359	461	166	36.6	164.93	137.327	63.546	15.999	64.8	12.8	129.8	0	17.2	7.8	13	0.444	15.3
La2Ti2SiO9	29500	0.14	0.14	0.07	0.64	12	6	6	2	1.5	0.745	10	1.35	8.68	4.49	2.19	0.54	3.1	3.45	4.77	7.54	202	571	189	36.6	138.906	47.88	28.086	15.999	37.9	120.2	113	0	10	18.8	50.6	0.444	28.3
SrGd4Si3O13	8800	0.05	0.19	0.14	0.62	9	8	4	2	0.131	1.053	0.26	1.35	7.6	7.78	2.19	0.54	2	3.3	4.77	7.54	373	314	189	36.6	87.62	157.25	28.086	15.999	15.7	54.8	113	0	8.2	15.5	50.6	0.444	12.6
ZnCu2Nb2O8	41000	0.08	0.15	0.15	0.62	6	6	6	2	0.74	0.57	0.48	1.35	2.24	3.01	4.45	0.54	4.45	4.48	4	7.54	189	166	441	36.6	65.39	63.546	92.906	15.999	104.5	129.8	104.9	0	7.28	13	26.8	0.444	16.7
SrZnP2O7	52780	0.09	0.09	0.18	0.64	8	5	4	2	1.26	0.68	0.38	1.35	7.6	2.24	1.34	0.54	2	4.45	5.62	7.54	373	189	229	36.6	87.62	65.39	30.974	15.999	15.7	104.5	0	0	8.2	7.28	2.51	0.444	7.1
Sr(Zn0.33Nb0.67)O3	36800	0.2	0.07	0.13	0.6	12	6	6	2	1.44	0.88	10.42	1.35	7.6	2.24	4.45	0.54	2	4.45	4	7.54	373	189	441	36.6	87.62	65.39	92.906	15.999	15.7	104.5	104.9	0	8.2	7.28	26.8	0.444	40
Ba2ZnSi2O7	48000	0.17	0.08	0.17	0.58	8	4	4	2	1.42	0.74	0.4	1.35	11.07	2.24	2.19	0.54	2.4	4.45	4.77	7.54	461	189	189	36.6	137.327	65.39	28.086	15.999	12.8	104.5	113	0	7.8	7.28	50.6	0.444	7.5
Ba(La0.5Ta0.5)O3	18000	0.2	0.1	0.1	0.6	12	6	6	2	1.24	1.172	7.81	1.35	11.07	8.68	2.47	0.54	2.4	3.1	4.11	7.54	461	202	444	36.6	137.327	138.906	180.948	15.999	12.8	37.9	185.7	0	7.8	10	24.7	0.444	27.1
Ba4.2Sm9.2Ti18O54	8950	0.05	0.11	0.21	0.63	12	12	6	2	1.35	0.958	0.605	1.35	11.07	8.62	4.49	0.54	2.4	3.1	3.45	7.54	461	284	571	36.6	137.327	150.36	47.88	15.999	12.8	49.7	120.2	0	7.8	10.9	18.8	0.444	83
(Li0.5Sm0.5)TiO3	2290	0.1	0.1	0.2	0.6	12	12	6	2	0.92	0.958	0.605	1.35	9.1	8.62	4.49	0.54	3.01	3.1	3.45	7.54	1.96	284	571	36.6	6.941	150.36	47.88	15.999	4.9	49.7	120.2	0	2.93	10.9	18.8	0.444	52
(Mg0.5Zn0.5)Al2O4	95000	0.07	0.07	0.29	0.57	4	4	6	2	0.57	0.6	0.535	1.35	3.18	2.24	5.23	0.54	8.3	4.45	3.23	7.54	121	189	152	36.6	24.305	65.39	26.982	15.999	44.7	104.5	70.6	0	8.9	7.28	10.5	0.444	8.6
CaZnP2O7	63130	0.09	0.09	0.18	0.64	12	5	4	2	1.34	0.68	0.17	1.35	6.22	2.24	1.34	0.54	2.2	4.45	5.62	7.54	468	189	229	36.6	40.078	65.39	30.974	15.999	19.6	104.5	0	0	8.6	7.28	2.51	0.444	7.6
Ni0.5Ti0.5NbO4	21100	0.08	0.08	0.17	0.67	6	6	6	2	0.69	0.605	0.64	1.35	3.12	4.49	4.45	0.54	4.4	3.45	4	7.54	144	571	441	36.6	58.69	47.88	92.906	15.999	199.5	120.2	104.9	0	17.2	18.8	26.8	0.444	56.8
(Zn0.33Ta0.67)0.7Ti0.3O2	17500	0.08	0.16	0.1	0.67	6	6	6	2	0.74	0.923	0.605	1.35	2.24	2.47	4.49	0.54	4.45	4.11	3.45	7.54	189	444	571	36.6	65.39	180.948	47.88	15.999	104.5	185.7	120.2	0	7.28	24.7	18.8	0.444	55.3
Tm2BaZnO5	8040	0.22	0.11	0.11	0.56	9	7	5	2	1.052	1.38	0.68	1.35	7.35	11.07	2.24	0.54	3.4	2.4	4.45	7.54	387	461	189	36.6	168.934	137.327	65.39	15.999	74	12.8	104.5	0	18.4	7.8	7.28	0.444	16.1
TbTiNbO6	15700	0.11	0.11	0.11	0.67	6	6	6	2	0.923	0.605	0.64	1.35	7.91	4.49	4.45	0.54	3.2	3.45	4	7.54	329	571	441	36.6	158.925	47.88	92.906	15.999	55.7	120.2	104.9	0	16.3	18.8	26.8	0.444	21
Ba3Nb2P4O18	58400	0.11	0.07	0.15	0.67	10	6	4	2	1.66	0.48	0.38	1.35	11.07	4.45	1.34	0.54	2.4	4	5.62	7.54	461	441	229	36.6	137.327	92.906	30.974	15.999	12.8	104.9	0	0	7.8	26.8	2.51	0.444	10
Mg0.6Zn0.4Al2O4	93000	0.09	0.06	0.29	0.57	4	4	6	2	0.57	0.6	0.535	1.35	3.18	2.24	5.23	0.54	8.3	4.45	3.23	7.54	121	189	152	36.6	24.305	65.39	26.982	15.999	44.7	104.5	70.6	0	8.9	7.28	10.5	0.444	8.2
Ca(Zn0.33Ta0.67)O3	25000	0.2	0.07	0.13	0.6	12	6	6	2	1.4	0.88	7.81	1.35	6.22	2.24	2.47	0.54	2.2	4.45	4.11	7.54	468	189	444	36.6	40.078	65.39	180.948	15.999	19.6	104.5	185.7	0	8.6	7.28	24.7	0.444	25
Nd(Ti0.5W0.5)O4	10600	0.17	0.08	0.08	0.67	12	6	6	2	1.29	0.745	14.29	1.35	9.38	4.49	2.4	0.54	3	3.45	4.4	7.54	252	571	458	36.6	144.24	47.88	183.85	15.999	41.4	120.2	411	0	7.1	18.8	35	0.444	21.3
Sr(Tb0.5Ta0.5)O3	34200	0.2	0.1	0.1	0.6	12	6	6	2	1.44	1.063	7.81	1.35	7.6	7.91	2.47	0.54	2	3.2	4.11	7.54	373	329	444	36.6	87.62	158.925	180.948	15.999	15.7	55.7	185.7	0	8.2	16.3	24.7	0.444	29
MgZn2(VO4)2	44700	0.08	0.15	0.15	0.62	6	4	4	2	0.72	0.6	0.355	1.35	3.18	2.24	4.48	0.54	8.3	4.45	3.6	7.54	121	189	68.4	36.6	24.305	65.39	50.942	15.999	44.7	104.5	127.6	0	8.9	7.28	17.5	0.444	8.1
(Li0.5Sm0.5)MoO4	4600	0.08	0.08	0.17	0.67	8	6	6	2	1.06	1.098	10.17	1.35	9.1	8.62	4.08	0.54	3.01	3.1	3.9	7.54	1.96	284	163	36.6	6.941	150.36	95.94	15.999	4.9	49.7	324.8	0	2.93	10.9	28	0.444	19.9
(Li0.5Pr0.5)TiO3	1010	0.1	0.1	0.2	0.6	12	12	6	2	0.92	0.99	0.605	1.35	9.1	9.92	4.49	0.54	3.01	3	3.45	7.54	1.96	236	571	36.6	6.941	140.908	47.88	15.999	4.9	37.3	120.2	0	2.93	11.3	18.8	0.444	92
Y(Mg0.5Ti0.5)O3	33700	0.2	0.1	0.1	0.6	12	6	6	2	1.075	0.86	6.61	1.35	5.57	3.18	4.49	0.54	3.19	8.3	3.45	7.54	396	121	571	36.6	88.906	24.305	47.88	15.999	66.3	44.7	120.2	0	11.5	8.9	18.8	0.444	22
LiAlSiO4	36000	0.14	0.14	0.14	0.57	4	4	4	2	0.59	0.39	0.4	1.35	9.1	5.23	2.19	0.54	3.01	3.23	4.77	7.54	1.96	152	189	36.6	6.941	26.982	28.086	15.999	4.9	70.6	113	0	2.93	10.5	50.6	0.444	4.8
Ca(Tb0.5Nb0.5)O3	34600	0.2	0.1	0.1	0.6	12	6	6	2	1.4	1.063	10.42	1.35	6.22	7.91	4.45	0.54	2.2	3.2	4	7.54	468	329	441	36.6	40.078	158.925	92.906	15.999	19.6	55.7	104.9	0	8.6	16.3	26.8	0.444	26.5
La6ZnTi4O18	21850	0.21	0.03	0.14	0.62	12	6	6	2	1.36	0.74	0.605	1.35	8.68	2.24	4.49	0.54	3.1	4.45	3.45	7.54	202	189	571	36.6	138.906	65.39	47.88	15.999	37.9	104.5	120.2	0	10	7.28	18.8	0.444	37.7
Mg0.8Zn0.2Al2O4	87000	0.11	0.03	0.29	0.57	4	4	6	2	0.57	0.6	0.535	1.35	3.18	2.24	5.23	0.54	8.3	4.45	3.23	7.54	121	189	152	36.6	24.305	65.39	26.982	15.999	44.7	104.5	70.6	0	8.9	7.28	10.5	0.444	8.1
Ba4SrNb4O15	14600	0.17	0.04	0.17	0.62	12	12	6	2	1.61	1.44	0.64	1.35	11.07	7.6	4.45	0.54	2.4	2	4	7.54	461	373	441	36.6	137.327	87.62	92.906	15.999	12.8	15.7	104.9	0	7.8	8.2	26.8	0.444	48
Eu2BaCuO5	9820	0.22	0.11	0.11	0.56	9	7	5	2	1.13	1.38	0.73	1.35	8.38	11.07	3.01	0.54	3.1	2.4	4.48	7.54	299	461	166	36.6	151.965	137.327	63.546	15.999	18.2	12.8	129.8	0	10.5	7.8	13	0.444	17.1
Ba0.95(Zn0.5W0.5)O2.95	25000	0.19	0.1	0.1	0.6	12	6	6	2	1.24	0.88	14.29	1.35	11.07	2.24	2.4	0.54	2.4	4.45	4.4	7.54	461	189	458	36.6	137.327	65.39	183.85	15.999	12.8	104.5	411	0	7.8	7.28	35	0.444	21
(Zn0.95Mn0.05)2TiO4	9550	0.27	0.01	0.14	0.57	6	6	6	2	0.74	0.67	0.605	1.35	2.24	3.48	4.49	0.54	4.45	3.72	3.45	7.54	189	93	571	36.6	65.39	54.938	47.88	15.999	104.5	191	120.2	0	7.28	13.4	18.8	0.444	18.2
Sr(Yb0.5Ta0.5)O3	32300	0.2	0.1	0.1	0.6	12	6	6	2	1.44	1.008	7.81	1.35	7.6	7.26	2.47	0.54	2	3.5	4.11	7.54	373	401	444	36.6	87.62	173.04	180.948	15.999	15.7	23.9	185.7	0	8.2	9.2	24.7	0.444	26
Ba(Dy0.5Ta0.5)O3	20600	0.2	0.1	0.1	0.6	12	6	6	2	1.24	1.87	7.81	1.35	11.07	7.74	2.47	0.54	2.4	3.2	4.11	7.54	461	344	444	36.6	137.327	162.5	180.948	15.999	12.8	61.4	185.7	0	7.8	17.2	24.7	0.444	34
